Username,Comment
bapakluprontagonis,"beberapa perusahaan ada yang butuh listrik secara terus menerus pak. mati listrik 10 menit aja ngaruh loh pak, ga bisa semena mena minta maaf. perusahaan udah merugi"
putrikartikasari12,"Kami di riau, pelalawan, dari magrib, hidup jam 9 malam, dan mati jam 12 malam sampai sekrang jam 2 siang, apa gak menyala kami di kota minyak ini 😌😌"
adindayuniselaa,enak aja
musakkir230673,"klu pemadaman terjadi mereka bisanya minta maaf. tp klu pelqnggan telat bayar ..,yg ada diancam pemutusan sambungan/copot meteran...dimana adilnya ????"
omaqqqq4,gara2 mati lampu ikan arwana saya berat 2 kg jd mati 😭
zaza_fiii,mfff? dari jam 6 sore sampe jam set 7 pagi
snd.snd092,pak gerah pak asli😌
diahza,iya Wak iya Wak iya Wak
andikafary91,semangat semua tim PLN bravo
doniarga2,apa aja kerjaan kalian padahal gaji kalian ratusan juta perbualan itu uang rakyat loh hasil dari pajak
adiana238,Semaleman gw mendadak jd tukang sate
hundulbatu,"adakah konpensasi,,, 5000 telor ayam saya dalam mesin tetas gagal produksi,, karena saya tidak punya mesin bantu,, adakah perhatian pemerintah"
boektiehartonosijabat,APA GUNA MANEJEMEN RESIKO..??? mundur terhormat atau pejabat2 nya d pecat saja...
febrihanirahma,ngomongnya harus spasi 2x gt ya?
klebuik7,Emang minta maaf selesai? Kerugian masyarakat siapa yg tanggung? Kami mana pernah dimaafkan PLN kalau telat bayar.
miztarfarera,Uda untung blom . kalau Uda Jan bikin lagi
sayuco_laundry,Mati lampu bole. Telat bayar listrik gak bole. Langsung diputus. Klo mati lampu kalian bisa mintak maaf berarti kami telat bayar juga bisa mintak maaf
boru_napogos16,kmi perlu di perbaiki secepat nya panas menyala ini
armaini718,maaf di terima 😁
artkylndptr_,belum hidup nih di tempat ku
redpitbull88,rugi lagi nih PLN
fazril.aj4,gabisa pak aku di gigit nyamuk terus pak tadi malam
latteqween17,Marelan dari semalam jam 7 sampai jam mau jam 2 belum hidup”
user4747vn,Lampung juga padam pak
arriauinhu,aku di Riau malah setiap mahgrib mati trus lampu nya😂
kupunyya,"hanya minta maaf, tanpa konfensasi"
ahmatabadi7,giliran mati lampu aja kami harus toleransi ketika habis token GK ada tu alsan toleransi 🙏
yakuza97911,"sangat mengkilau di sampingnya, cahaya apakah itu 👉"
mrr_official030324,ikan koi gua mati semua cuk ... pemerintah paling bisa buat rakyat rugi
araa21_05,"gaaa diii maafinnn minnnn,sayaa ujiannn jadiii payahh,ga tamat tamat jadi nya"
accnotfoundd470,ga mauuu
fotocopy.subur,bangkrut kah?
xmb478,"[Stiker] matinya pas orang lagi makan malam.. lagi acara ulang tahun di rumah.. terima kasih PLN.. jadi ""meriah"" dan ""romantis"" acaranya.."
faren1280,woilah sini masih mati lampu 🗿
inur.aza2,"Asal uangnya PLN di buat kantong pribadi, ini sejarah selama Indonesia merdeka, padahal proyek kemarin Indonesia benderang ternyata jadi gelap"
yudina.zayyan,aku gk maubayar
ruddybatubara,sampe skr blm nyala
rido.muhamad.muly,Sumatra Selatan aman pak
putra_berliin,KLO GK sanggup pecat
warok192,ya ini kata kata nya minta maap tapi kalau telat bayar tidak ada maaf 😏😏😏😏😏
papajovana,jgn hanya bs minta maaf ganti kerugian dong bagi masyarakat yg terdampak
jesnoproblem25,"Medan Sunggal sampai sekarang belum,sampai jam brp kira kira"
perzivals,Copot dong
lumber_jack90,"jawaban normatif banget, jawaban yg tidak menjelaskan apa apa."
hari.saputra.situ,pqpqk la pak
aishe_theru,air PAM pun ikut mati smpe skrg😩
azzura3081_,ya dimaafin
rosmauli.sinaga3,"apapun ceritanya plongok plongok lah sampe pagi, air gak ada😂 serba serbi lah kalo sudah mati listrik, beda kalo jaringan hilang, cerita listri padam, hati juga sepertinya padam,😁 apalagi cerita air sudah surut di kamar mandi 🙏🤣 tp sykurlah, gak sampe 12 jam sudah nyala"
rijal.sahaja,"bkn cuman maaf, tp kasih kompensasi juga lah..."
korizen_fika6,tempat kami hidup pukuĺ05:30 itu pun sampai sekarang tdk stabil tdk bisa hidup kan air masak nasi kulkas tdk bisa hidup
gintingcingkes,👍👍🤝🤝💪💪💪
jekey_87,Loker
van_za28,biirr jam 00 hidup nya 🗿
erlina93_,"ada udang dibalik batu ga sih wkwkwkwk,"
devisaunders_0,di Medan Helvetia dari jam 7 malam sampai 11:30 siang baru hidup🙄.
raysiringoringo9,ada barang masuk ini bukan karna gangguan alam 😂😂
riev46,karna gardu satu doank yg rusak bisa jadi se-pulau yg mati. di kira di pulau sumatera cuma ada 1 pembangkit listrik x ya??? anjay
risky_a.gowasa10,berapa ton yang lewat pak?🥰
kupisaka123,Koq cuma minta maaf aja..harusnya ada kompensasi doonk kepada masyarakat.😂😂😂
31279299625,kami LG mati lampu skrng pak
zurlindalinda,"klu mati lampu minta maaf tapi bila rakyat terlambat bayar listri langsung dicabut ,itu lah enak nya kekuasaan pln"
inisiald.a,"Ada solusi lain gk selain PLN.? Smpah gw mau pindah klau ada, capek bgt udahan. Mana rugi mulu laporannya😩"
r1ido0,ok pak
ranreg.jpg,ga udah minta maaf kalian ga salah!
hana.snuraliyah,"chaos semalam di Pekanbaru nihhh
hotel semua penuh"
petulangansimadhan,sepertinya ada keganjalan dan ke anehan . usut tuntas semua nya . siapakah dalang nya ini
queenkitty1630,Tahun depan pas eraya baru maaf”an kita pak
robby_samuel1198,Singkat jelas dan padat. Brapa ton yg masuk tadi malam pak ? Atau berapa ton yg keluar tadi malam 😂😂
kaylakhairunnisahh,[Stiker] 
ruliananurul44,semoga semua ini bisa diambil hikmahnya pak🙏🙏🙏
rosmawita30,kami absen pale digital tidak bisa 😢
sinaga.bonor_17,"dikampung saya tiap jam 7 mati lampu, gangguan apa ya?"
bunga.sihombing4,sudah kelewatan mati sampe pagi tp giliran bayar listrik kalu telat di denda 🤣 tp klu padam ngk bole komplen
bngjo64,"kalo ada gangguan di perbaiki cepat Indonesia negara kaya negara beaar Persero PLN sangat besar jangan sampai putaran ekonomi macet, tak usah banyak basa basi atau banyak bacot rakyat sudah di rugikan. contohnya..
masyarakat beli token 100rb bayarnya 102000 lalu isi tokennya 70 sekian gak sampai 100, tapi kenapa pihak PLN masih mengatakan rugi...?
kmi masyarakat sudah capek alasan klasik pada gangguan cuaca la gangguan pohon tumbang la.. sudah khatam bos dgn alasan demikian"
marianaaajalah,uda mau 24 jam ga hidup ini 🥰
lasminil_pitri,Sekarang padam lagi lampu nya
strawberrymilkkk99,GAKKKK!! GAK AKAN
chiko.hendriko,tagihan tetap naik y om????? bertanya?
wansunumero234,betapa lemah nya pln yg seketika bs lumpuh tanpa mitigasi yg memadai yg mestinya sdh bs di antisipasi dg berbagai skenario..kita sadar bhw ini lah titik lemah ketahanan RI yg bahkan TNI Polri bisa tak berdaya
rahmatbhidayat,"seperti 2024 hahaha,berapa ton yang lewat malam tadi😂😂"
johnlee9395,"minta maaf gratis pak,kl telat bayar denda"
jeliacen,"Sudah mati hampir 20jam, tolong lah, jangan mati lagi,"
faldo0835,singkat saja banyak tewas ikanku karena aerator pun low terlalu lama mati lampu
rafifhazim8,"kasian kami yg jualan dri sore sampai malam pak.
tpi asyik pak kayak malam Minggu di jln pak ramai nya🤣🤣🤭🤭🤭"
danni083125,Kecamatan Medan Kota sampai saat ini 13:48 WIB masih blackout…. Mana kompensasinya mas bro?
suranto.alfatih,"Alhamdulillah...bisa mengenang masa jadul.ketika belum ada pln
kita hidup damai.bener2 merasakan keindahan alam.
dan juga bisa sejenak istirahat dari medsos,dari radiasi hp dll..intinya semua ada hikmahnya."
marianaaajalah,hidupkannnn
lavishhx.tikaaaa,ga dimaafin gara gara mati lampu saya gajadi nyuci
ivan.hutabalian,suka suka mu saja
milktea._47,Gamauu ku maapin aku tidur sampe buka jendela 1 malamman
s.jhon2,"udah bayar pln mahal tiap hari mati terus, tapi hari jumat paling lama"
danzo_09,gapapa mati lampu setidaknya sinyal jangan hilang juga
aniokta11,dr jam 19 sampai 22 baru idup hanya 3 jam saja 😂😂
safitrimsi595,pak disini Rokan hilir sudah hidup tapi kurang arus
whispyi,ga tidur njir aku
nunut071211,coba kami telat byar psti lgsung di putus...klau PLN buat pemadaman msa iya hnya minta maaf
prb.ali1,Di maafkan ya pak
coolplayer410,sekelas negara aja bisa disabotase
ddkgems,sebenarnya ini gk masuk akal gara2 muara bungo ayok berterus terang jgn cemen
diraaanita03,"gamau maafin, lauk pauk di freezer jadi. meleleh bau, trus kemaren edarannya cuma minta maaf ke bapak bapak doang, trus mati listrik gaada aba"""
indahfrans2009,"ga mau maafin ..
ice cream jualan mamak ku cair semua di freezer.
padam dari jam 18.45 baru hidup tadi 13.30 .
😫😫"
deviputri203,terus kalo kita masyarakat bilang sma PLN maaf y pak belum bisa bayar listrik krna belum gajian atau apalah 😏
novialatjuba_,Semoga cepet membaik lah pak
daddy.angelina,aneh kenapa bisa mati lampu secara massal. padahal kan setiap pembangkit listrik kan ada beberapa titik. trus knpa bisa smuanya mati. ada apa ini
halimatus.sadiah7778,🙄🙄🙄🙄 Muak !!!!
desiekapratiwi89,apa benar berlangsung sampai 3 hari..?
iin7152,"Untuk Lampung Utara kmrn mati lampu dr pukul 18 smpe pukul 22 bru idup,hr ini pagi td padam lg tp tdk lma udh idup lg"
sitihajerah66,Udah dimaafkan jangan lama lama lagi matinya 😂😭 panass 😭
kaylakhairunnisahh,"gosah dimaafin,betmut,kit hati."
prsylla10,NYALAIN LAMPUNYA AKU GA PUNYA TEMEN MAIN EPEP TEMENKU DRI KMREN GAADA LISTRIK SINYAL SAMA AIR 😭😭😭😭
kimz44720,kacau
topglboalcicitiktok,mati sampai 10 jam kerugian masyarakat apa bisa di pertanggung jawabkan pak
danieladramenrahu,"kasih kompensasilah, jngn giliran telat 1 hari langsung diputus, enak banget kalian"
sexv40a,"Telat bayar listrik dicabut, udah bayar malah kendala gadapet konpensasi🤓"
rudy.ph5,"Ganti rugilah, kami tersiksa akibat mati lampu tadi mlm"
rifqipratamazen,"pak. jalan binjai km, 10 sampai sekarang pukul 13.55 wib masih belum hidup"
lastrii.113,semangat terus ya Pak dan semua Tim.jaga kesehatan demi kami pak.
irfancapah2,"apa cuma bisa minta maaf aja, dengan kerugian an orang lain"
rizkyy_130105,kami smpe sekarang blom hidup pak🙏😭
istrisongkang01,"Harusnya es batuku udah keras, iki masih jadi air dingin tok 😭 mati lampu dari abis maghrib smpe jam 1 malem"
cucume9awati,harus nya mundur gak sih ini sudah fatal lo
kampret60849,mf mf doang tapi daerah saya blom hidup
xauscentperfume02,anjir ini yang komen serius apa becanda
dp.bags,"Saran lah kpd kawan2 jika bangun rumah gak usah besar dan perhatikan ventilasi jika listrik mati,, siapkan penyimpanan2 air yg banyak buat stok, jika punya lahan, sangat baik menata skrg, buat sumur timba jika se wkt2 sit yg tdk terduga, tanam lah kebutuhan sehari hari, kembali hidup ke masa lalu"
b4n9y05,"tidak cukup hanya minta maaf @PLN kalian harus memberikan kompensasi kpd pelanggan, jangan hanya pelanggan saja yg dimanfaatkan bila telat dendan dan cabut"
muhammadfahmi0760,semua kerjaan orang jadi susah
ipoul0,Ikan aku pada mati 🤧
yurnalis.stmarajo,Terima kasih Informasi nya pak !!!
edy_alfares,"Dalam Hal ini, Smoga aja tidak ada rekayasa sistem.🙏"
butterflay0107,Rantau prapat labuhan batu sebagian hidup sebagian masih mati lampu🥲
bbygurl17_,jambi kenali masih mati pak sampe kini
valmikaa,"telat ngisi aja listrik mati, telat bayar langsung dicabut,giliran dia matiin berjam2 merugikan konsumen cuma dibalas ""maaf"" 😭"
liezz.n,"mamakku di sumsel , juga sering mati lampu heran banget dr jaman baheula ga ujan angin mati lampu dikit2 mati lampu"
wanda.nih,singkat saja berapa ton yang lewat?
idamanadekmu_,"Lah kami skrang malah mati lagi lampunya, hdup smlm jam 3 skrang jam stngah 2 mati lagi"
riok339503q,Jika kalian gak memenuhi kewajiban kalian hanya bisa minta maaf dan jikalau kami yang tidak bisa memenuhi tanggung jawab karena faktor ekonomi apa kalian terima jika kami hanya meminta maaf…?
calomen_,ga akan gw tidur kaga nyenyak mana ada nyamuk lagi
sleepyberies_,"jang enam, mau tdr pun gabisa"
mrakil586,"lemah kli bah , sekelas PLN msh kecolongan mati serentak. secara teknis semua komponen kelistrikan bsa di ukur ketahanan dan usiany , trs apa gk ada la power bank emergency klw ada trouble di setiap daerah. Binjai boss smpai sekarang msh mati , kerugian tdk d tanggung PLN 😂"
nurhidayati8784,"karena mati lampu aku gak bisa masak jualan , jadi rugi"
aji.bagus.p,kompensasinya apa nih?
user2719846578663,sampek sekarang belum hidup ahk memang kon lah
sevenmate.id,kompensasi dong
panasharedangoe,Pertanyaan nya sampai kapan pak
nast1_17,dikampung ku masi belum nyala sampe sekarang
belastujuh17,Apakah kami bisa mintak maaf juga pak kalau terlambat bayar listrik 🥲
arielvansunited,"enak bgt lo minta maaf dwnk.
gliran rakyat nunggak lgag dptus aliran listriknya"
putranadira199,Sumatra Selatan nya mana min apa kami hanya tempat tenggelam min 😭😭😭
xfaascon_,alah maaf doangg buat apa
robara81,😋😋😋
astro_boy085,"maaf Pak saya belum bisa bayar tagihan listrik, soalnya ada gangguan keuangan..
gimana, bisa ngga pak.."
pl_2098,tempat kami sampe sekarang belum hidup
randif.dwiputra,Kami konsumen merasakan kerugian pak se harus nya beri kami potongan harga pak
user24138207492048,semalam doang gapapa lah
jani1234anjani,oiy pak ini malah mati lagi puanas poll+batrei hp ku sekarat lagi😭😭
bg.naga.com,sri gunting sampai sekarang blm hidup mulai semalam jam 7 kurang uda mati
airaritonga4,"kalau masalah kerusakan atau kendala sistem kelistrikan itu bukan urusan kami pengguna arus listrik....
yang pasti kami pengguna arus listrik sudah banyak memaklumi sistem atau cara kerja atau pihak yang terkait untuk kelistrikan...
dimana kami sering kecewa tidak ada angin tidak ada hujan di daerah kami masi sering arus listrik terputus atau kata lain padam."
rolanank,gara loh gw gak sekolah hari ini 😭😭😭
user2314309887996,"ya kalau masyarakat telat bayar tagihan listrik di denda dan langsung di putus tapi kalau pln matikan lampu banyak alasan dengan mengatakan maaf , tapi kalau masyarakat telat bayar bisa nggak minta maaf"
chichitarigan,"Udah 18 jam lampu padam woi, blm nyala sama sekali sampe skrg! 😭😭 mau di genapkan 24 jam kah?😭😭"
thekajay0,PLN .....sarang korupsi
eriantitumangger,bukan cuma lampu.. jaringan juga mati🥺🥺
kayvandra20,Apa kbar yg punya bayi + toddler
irwansyah_sgn,PLN Tak Ada Kerja.. Ganti Direksinya
skyyyyy352,disini dri setengah 7 sampai skrng masih mati😭
reaa213_,"baru nyala skrg, tolong jgn di matiin lgi listriknya😭 stres aku"
farahnabs,Si perusahaan monopoli yet si perusahaan tidak untung itu 🥰🙏🏻
dolfhin2,Tahun 2011 kemarin juga pernah toh sesumut padam Lampu ... itu karna apa??
hasannn495,🥰
ijisuniverse,cie rumah dan mobil mewah baru cie
fredytarigan7,ikan ku mati semua pak 😔
candarinduuu,Ganti rugi gak ES mambo gue CAIR ❗
user840844358,basi pak mintak maaf
adamrizal07,"Negara macam apa ini ?? tdk ada perang, tdk ada Bencana Alam, tp Listrik bs mati total, 😳"
unga_new07,woi di belitang smpe jam 12 jam 2 jam 4 😭
indramardhan,ini pengalihan isu sawit turun
muhmmd.hanz,brp TON yang masuk pak?
ditakurniahati,mau mandii ini air nya habis😂
1hazelivy,ganti rugi gasih #pln
m.kanha3n,sabotase aja semuaaa
kosong0000000009,ok aman
tertawa6,caaaiiiirrrr ya pak hahahaha 🤣😂
barong.sai420,kocak
yundraprinandaput,"cuman sebatas kt ma'af kah pak,klw konsumen tlat 1 hari aj bayar ngapa ngak bs kt ma'af itu berlaku."
opungmawar1,di lampung juga pak
siskadamayanti499,mati lampu dari jam 18. 44 sampe jam 00.
isalsa33,woi uda la idup kan la lampu ini panas kali bah dibuatnya
cutter.67,"yg bikin sedih itu yg lg dirawat di rs, soalnya saya tinggal dekat rs. biasanya klau ada mati lampu agak lama biasanya ada beberapa pasien yg meninggal"
khomus.yuhendry,kenapa hanya indonesia yang selalu terdampak pemadaman listrik
palu_keadilan,"Tak cukup dgn Permohonan Maaf, Rakyat sumatera yg terdampak akan menuntut Ganti Rugi kepada PLN. dimana sebagian besar masyarakat pelaku UMKM tidak bisa beroperasi akibat mati lampu."
rosminirosmini147,"kami dari jam18 30, baru hidup jam 7 pagi"
revritafebry461,"Kami minta maaf terlambat bayar tdk bisa,satu hari terlambat langsung dimatikan."
rennawati_24,dari kemarin sd jam sekarang blm hidup lampu di ranto prapat komplk cendana Asri
sapa_88,kita di kasih part 2 nya😭
ivan.almer,"maaf yah pak KLO lampu mati hidup,mati hidup,barang elektronik banyak yg rusak..coba KLO masyarakat telat bayar apakah diterima kata maafny karna blm bisa bayar angsuran listrik"
all.iq1,gg mau berak gk bisa woy gk ada air woy 🗿🗿🗿
edy.suranta.soerb,"salam Pancasila 🖐️enak saja minta maaf Klo Kami masyarakat sedikit saja telat langsung diputus...
sekarang pertanyaannya untuk rasa tanggung jawab nya untuk wilayah Sumbagut apa konkret nya .."
url00ve_nanaa,"GAMAU MAAFIN, HP AKU MATII"
reysimarmataa,maaf ? aku gagal imo gara gara listrik mati ya bujang
ayahhebat86,klu telat bayar listrik bisa pake maaf aja gak
hiinieca2,"aku yg biasa aja karan udh terbiasa mati lampu mau sehari mau 2 harii,"
zaaa_skz,"bayangin mati lampu hampir 12 jam, air pun juga mati mau bab gak bisa sial😭"
nrefi3,"mudah2an tidak ada kebohongan dengan masyarakat ,tapi SOP apa sudah benar itu permadalahan"
roslinnnnn_,"susah maafin pak,aku lagi hamil udah lah emang susah tidur ditambah harus tidur gelap gelapan,panas dan banyak nyamuknya,aku sampe nangis nangis semalem pak😭"
adetrisdayantizz,"ini mati lgi pak,di Sumatera Utara 😭.panase pool"
dandelionie__,Sehari 3x mati lampu bjirrr. Udah kaya makan😭
_arifberto,😂😂😂
_pengusahasapi45,cepet la air uda ga ada jdi pake apa mandi nya ga mungkin pake aqua
serbamurah0571,aku aja GK tidur ni dari malam
mawanmawan116,Napa mendadak om
hariignwn,gratis 5 bln
a.alfa15,jangan lupa kompensasi nya ya pak
juliana50865,"Anj### lah
(maaf..... aslinya aku lemah lembut)"
milkhey18,apa kabar dari jam 6 sampe sekarang jam stgh 2
uyibbbb,[Stiker] cpt dong udh 7 jam ini mati panas kali
tayogaming69,gada kompensasi nya nih? 😏
dd4911__,intinya aja lah om intinya
basribasri4248,"anak aku rewel terus woii,"
oh.yensen,"ah kaga blackout jg daerah rumah saya dikota jambi sering banget main padam²an PLN nyaa.. 🤣 tidak bisa bersuara lg lah kalau udah urusan dgn sluruh pnya Pemerintah, merugikan rakyat lbh byk drpd menguntungkan rakyat. tapi kalau bkn rakyattt pastiii untunggg 😅😅"
insiall.e,Kalau tau kesalahan udah sefatal ini seharusnya mundur dari jabatannya
callmejell99,Udah listrik mati jaringan pun gadak berasa hidup dijaman dulu🫠
syarif.katili,KALAU PAK JOKOWI MASIH MENJABAT PASTI PLN UDAH KENA SEMPROT SEMUA PADAHAL MEREKA ORANG2 KOMPETEN DI BIDANGNYA..
ruliananurul44,"apa mau dinaikkan lagi pajak listriknya pak,karna semuanya sudah naik pak"
triafni_,kalo kirakira disuruh mundur cmna? kek di korea atau jepang dirutnya mundur kalo mati lampu berjam2 bukan sibuk klarifikasi
putriramadhani1382,kami di pematang siantar mati dari jam 6 sore hidup lampu jam 7 pagi
jeksenpratama77,"ganti rugi pak,kami tak mau memaafkan"
billy.wilson.zhen,jgn minta maaf aja kompensasinya juga dong nih gara gara mati lampu perusahaan banyak ga bisa operasional...
dp.bags,"Sistem ke listrik an itu apa pak,,, sy gak paham kok bisa hampir semua, rasa aneh ada yg gak benar"
andripramana7301,[Stiker] 
hayatunnufusfirda,"Medan masih mati lampu ni pak.semua hotel pun penuh,gak tau lagi mau ngungsiin anak” kemana 🥲 masak iya di mobil 2x24 jam"
makitamm67,kasih kompisasi lah pak
jerry_0233,tu gimana ke rugian masyarakat..
syahrial139,"Bikan listrik aja yg mati, jaringan internet mati, Atm mati pak"
capt.suwandi,Sumut bagian medan maimun belom nyala om
